member_id,join_date,cancel_date,gender,age,zip_code,membership_type
M1001,2022-12-03,,F,18,46205,Classic
M1002,2023-12-08,2024-08-08,M,26,46201,Black Card
M1003,2022-08-01,,F,20,46201,Classic
M1004,2023-09-03,,M,20,46205,Classic
M1005,2024-12-06,,F,54,46250,Classic
M1006,2022-10-17,,M,20,46203,Classic
M1007,2023-03-02,,M,32,46201,Classic
M1008,2023-11-18,,F,45,46201,Classic
M1009,2022-08-10,,Other,62,46205,Classic
M1010,2023-03-25,,F,55,46205,Classic
M1011,2022-05-21,,F,49,46205,Classic
M1012,2023-09-09,,F,55,46250,Black Card
M1013,2023-09-11,,M,20,46203,Classic
M1014,2023-09-10,,F,24,46220,Black Card
M1015,2022-03-24,2023-02-16,M,24,46205,Classic
M1016,2023-08-01,,F,28,46250,Black Card
M1017,2023-06-17,,F,50,46220,Black Card
M1018,2022-07-03,,F,18,46201,Classic
M1019,2023-05-02,,M,19,46201,Classic
M1020,2023-09-23,,F,26,46220,Classic
M1021,2023-01-22,,M,31,46205,Classic
M1022,2024-10-01,,M,30,46205,Classic
M1023,2023-05-21,,M,24,46205,Classic
M1024,2022-10-21,2023-03-09,F,27,46203,Classic
M1025,2022-07-12,,Other,35,46201,Black Card
M1026,2022-06-04,2022-08-17,F,59,46220,Classic
M1027,2022-02-22,,M,32,46203,Classic
M1028,2022-11-21,2023-04-18,F,50,46201,Black Card
M1029,2022-11-24,,M,56,46205,Classic
M1030,2023-10-02,,M,52,46201,Classic
M1031,2023-02-04,,M,28,46203,Classic
M1032,2022-03-13,,M,21,46220,Black Card
M1033,2022-07-13,2024-06-19,Other,56,46203,Classic
M1034,2022-10-04,,M,32,46220,Classic
M1035,2022-04-18,2022-09-01,F,49,46220,Classic
M1036,2022-11-01,2024-05-03,F,45,46205,Black Card
M1037,2022-04-12,,F,25,46205,Classic
M1038,2022-03-11,2023-03-14,Other,51,46203,Black Card
M1039,2022-06-12,,M,30,46220,Black Card
M1040,2024-06-30,,M,49,46250,Classic
M1041,2023-08-08,,F,60,46203,Black Card
M1042,2023-01-01,2024-12-26,M,46,46250,Classic
M1043,2022-06-07,,F,57,46201,Classic
M1044,2024-07-15,,M,53,46201,Black Card
M1045,2023-07-21,,F,35,46220,Black Card
M1046,2024-09-18,,M,56,46201,Classic
M1047,2022-10-18,,M,37,46250,Classic
M1048,2022-07-13,2022-11-03,F,20,46201,Classic
M1049,2023-03-07,,F,18,46250,Classic
M1050,2023-07-07,,M,57,46205,Black Card
M1051,2022-03-19,2022-12-31,F,20,46250,Classic
M1052,2023-11-25,,M,22,46250,Classic
M1053,2024-12-17,,M,37,46220,Classic
M1054,2022-03-23,2024-03-24,M,30,46220,Classic
M1055,2023-08-12,,Other,61,46220,Classic
M1056,2024-09-28,,M,26,46205,Classic
M1057,2024-12-06,,F,36,46203,Classic
M1058,2024-01-28,,M,55,46203,Black Card
M1059,2022-01-17,,F,35,46220,Black Card
M1060,2022-08-04,,F,44,46205,Classic
M1061,2024-01-22,2024-05-17,M,35,46250,Classic
M1062,2023-01-25,,M,29,46203,Classic
M1063,2023-11-21,,Other,45,46203,Classic
M1064,2022-01-13,,F,46,46220,Black Card
M1065,2022-09-12,,M,25,46220,Classic
M1066,2022-11-20,2024-04-26,M,42,46203,Black Card
M1067,2022-08-26,2023-01-28,Other,52,46205,Black Card
M1068,2022-08-28,2023-11-05,M,33,46220,Classic
M1069,2023-10-14,,M,27,46220,Classic
M1070,2024-03-24,,M,56,46250,Classic
M1071,2022-06-03,,F,51,46205,Black Card
M1072,2024-12-11,,M,64,46203,Black Card
M1073,2022-06-03,2024-11-08,Other,44,46205,Classic
M1074,2022-01-07,2024-04-28,M,30,46250,Classic
M1075,2023-08-06,,M,33,46205,Classic
M1076,2022-09-09,,F,44,46205,Classic
M1077,2023-02-07,,F,50,46220,Classic
M1078,2024-06-30,,M,62,46203,Classic
M1079,2023-09-28,,M,43,46203,Classic
M1080,2022-02-24,,M,63,46250,Classic
M1081,2024-09-10,2024-12-07,M,61,46205,Classic
M1082,2022-04-24,2022-08-05,Other,36,46205,Classic
M1083,2022-05-29,2024-03-13,F,35,46201,Black Card
M1084,2023-11-27,,M,62,46220,Classic
M1085,2024-03-20,,F,50,46203,Black Card
M1086,2023-02-16,,F,23,46205,Black Card
M1087,2022-11-30,2023-11-19,F,64,46250,Classic
M1088,2022-08-15,2023-10-28,M,59,46220,Classic
M1089,2024-06-18,2024-10-31,F,18,46203,Classic
M1090,2022-08-29,,M,44,46250,Classic
M1091,2022-09-19,,F,45,46201,Black Card
M1092,2022-10-09,2024-02-07,F,20,46203,Black Card
M1093,2022-09-09,2024-12-05,F,42,46220,Classic
M1094,2024-03-10,,M,57,46250,Classic
M1095,2024-01-05,2024-12-18,M,34,46250,Black Card
M1096,2023-07-28,2023-11-29,F,29,46201,Classic
M1097,2022-07-29,,F,53,46220,Classic
M1098,2022-06-04,2024-07-30,F,23,46203,Classic
M1099,2024-11-24,,M,27,46203,Classic
M1100,2024-11-09,,F,49,46250,Black Card
M1101,2023-07-25,,F,53,46220,Classic
M1102,2022-07-20,,M,26,46220,Black Card
M1103,2023-12-02,,F,41,46250,Classic
M1104,2024-10-04,,M,48,46250,Black Card
M1105,2024-11-07,,M,55,46220,Black Card
M1106,2022-06-29,,F,20,46201,Classic
M1107,2022-10-29,,M,52,46203,Classic
M1108,2022-08-09,,F,43,46201,Classic
M1109,2022-04-15,,F,46,46250,Classic
M1110,2024-03-26,2024-05-10,Other,31,46201,Black Card
M1111,2023-05-23,2024-09-14,Other,44,46201,Black Card
M1112,2022-01-02,2022-04-26,Other,19,46220,Black Card
M1113,2022-07-05,,F,64,46250,Classic
M1114,2024-10-26,,Other,39,46201,Black Card
M1115,2023-10-13,,M,58,46250,Black Card
M1116,2023-10-18,2024-07-06,M,38,46205,Classic
M1117,2024-07-08,,M,24,46201,Classic
M1118,2022-05-27,,Other,33,46201,Black Card
M1119,2023-05-14,2023-09-12,M,39,46201,Classic
M1120,2023-07-16,2024-01-08,Other,33,46250,Classic
M1121,2022-11-27,,M,50,46203,Black Card
M1122,2023-09-18,,F,63,46201,Classic
M1123,2023-07-22,2024-04-01,F,18,46201,Classic
M1124,2022-05-27,,F,44,46203,Classic
M1125,2023-11-14,2024-11-11,M,22,46205,Black Card
M1126,2024-09-23,,M,63,46250,Classic
M1127,2022-12-27,,M,64,46201,Classic
M1128,2022-12-29,,M,40,46205,Black Card
M1129,2023-08-26,,F,41,46201,Classic
M1130,2023-11-23,,M,20,46205,Classic
M1131,2024-09-30,,F,59,46203,Classic
M1132,2024-06-16,,F,55,46220,Classic
M1133,2023-01-06,,F,48,46201,Classic
M1134,2023-03-15,,Other,23,46205,Classic
M1135,2024-07-28,,F,37,46205,Classic
M1136,2024-02-20,2024-10-08,F,54,46203,Classic
M1137,2023-04-17,2023-05-29,M,53,46205,Black Card
M1138,2024-05-13,,F,55,46250,Classic
M1139,2022-09-26,,F,24,46205,Black Card
M1140,2022-08-11,2023-11-21,M,32,46220,Classic
M1141,2024-05-07,,F,53,46203,Classic
M1142,2024-05-04,,M,46,46203,Classic
M1143,2023-03-18,,M,48,46203,Classic
M1144,2022-11-30,,F,29,46205,Black Card
M1145,2023-09-29,,F,53,46205,Black Card
M1146,2024-09-27,,M,58,46203,Classic
M1147,2022-01-25,,F,30,46250,Black Card
M1148,2024-03-04,,M,57,46220,Black Card
M1149,2024-09-26,,M,44,46220,Classic
M1150,2022-10-04,2022-11-17,M,63,46205,Black Card
M1151,2024-02-03,,F,53,46201,Black Card
M1152,2022-09-24,2023-04-07,M,46,46203,Classic
M1153,2023-06-27,,Other,53,46250,Classic
M1154,2023-11-08,,M,35,46250,Classic
M1155,2022-08-18,,M,57,46220,Black Card
M1156,2022-05-31,2024-06-01,M,53,46250,Classic
M1157,2022-12-16,,M,50,46250,Black Card
M1158,2023-02-18,,M,38,46203,Classic
M1159,2024-09-12,,M,57,46201,Black Card
M1160,2024-02-27,,M,19,46205,Black Card
M1161,2023-06-25,,M,61,46220,Classic
M1162,2023-03-19,,F,35,46250,Classic
M1163,2024-11-23,,M,43,46220,Black Card
M1164,2022-05-16,,F,31,46203,Black Card
M1165,2023-10-11,,Other,32,46250,Black Card
M1166,2022-12-21,2023-09-06,M,50,46203,Black Card
M1167,2022-05-10,,F,36,46250,Classic
M1168,2024-10-06,,M,35,46250,Classic
M1169,2024-11-01,,F,42,46205,Classic
M1170,2024-03-27,,M,58,46250,Classic
M1171,2023-03-30,,F,27,46220,Classic
M1172,2024-05-16,,M,32,46220,Classic
M1173,2022-07-22,,M,56,46201,Classic
M1174,2022-03-11,,F,35,46250,Classic
M1175,2023-12-13,,M,57,46205,Classic
M1176,2024-06-29,,M,18,46220,Black Card
M1177,2024-10-09,,M,36,46205,Classic
M1178,2023-12-31,,M,54,46203,Classic
M1179,2022-06-24,,M,54,46205,Black Card
M1180,2023-01-12,,F,26,46203,Black Card
M1181,2022-04-18,,F,41,46220,Classic
M1182,2022-09-21,,M,43,46250,Classic
M1183,2022-10-06,,M,31,46201,Classic
M1184,2023-09-15,,Other,26,46203,Classic
M1185,2024-03-25,2024-11-02,F,22,46250,Classic
M1186,2023-06-28,,F,58,46205,Classic
M1187,2023-02-24,,F,59,46201,Classic
M1188,2023-07-08,,F,58,46203,Classic
M1189,2022-04-24,,F,53,46203,Classic
M1190,2022-01-27,,F,21,46220,Black Card
M1191,2022-10-25,2024-12-25,F,20,46205,Classic
M1192,2023-01-29,,F,20,46220,Classic
M1193,2023-01-03,2024-08-11,F,31,46203,Black Card
M1194,2022-04-19,2022-08-23,M,28,46220,Classic
M1195,2024-10-07,,F,45,46250,Classic
M1196,2022-12-04,2023-01-07,M,59,46205,Classic
M1197,2024-04-23,2024-07-15,M,23,46220,Classic
M1198,2024-08-10,,M,42,46203,Classic
M1199,2022-08-08,,F,35,46201,Black Card
M1200,2022-05-07,2022-06-21,F,42,46201,Black Card
M1201,2022-09-24,2024-08-17,M,30,46250,Classic
M1202,2023-10-24,,F,25,46220,Classic
M1203,2023-11-18,,F,29,46205,Black Card
M1204,2023-03-24,,F,33,46205,Black Card
M1205,2023-02-13,2023-03-27,Other,58,46203,Black Card
M1206,2024-02-25,,F,48,46201,Classic
M1207,2023-03-10,,M,22,46205,Black Card
M1208,2023-01-28,,F,36,46201,Black Card
M1209,2023-07-22,,M,44,46201,Black Card
M1210,2022-08-07,,F,30,46205,Classic
M1211,2023-12-30,,F,58,46220,Black Card
M1212,2022-12-21,,M,26,46201,Black Card
M1213,2022-04-17,,M,32,46203,Classic
M1214,2022-12-13,,Other,37,46201,Black Card
M1215,2024-04-29,,M,47,46205,Classic
M1216,2022-12-12,,M,61,46201,Black Card
M1217,2022-05-07,,F,20,46250,Black Card
M1218,2022-10-25,,F,41,46250,Classic
M1219,2024-01-05,,F,59,46220,Black Card
M1220,2023-10-17,,M,27,46201,Classic
M1221,2023-08-19,,F,26,46220,Black Card
M1222,2024-05-20,,M,20,46220,Classic
M1223,2024-04-09,,F,32,46250,Classic
M1224,2022-03-28,,M,24,46250,Black Card
M1225,2024-02-03,,M,34,46201,Classic
M1226,2022-08-10,,Other,22,46220,Black Card
M1227,2023-03-05,,M,20,46205,Black Card
M1228,2023-12-07,,M,51,46203,Classic
M1229,2023-10-24,2024-04-01,F,45,46220,Classic
M1230,2023-08-14,,F,32,46220,Classic
M1231,2024-10-04,,M,21,46220,Black Card
M1232,2024-10-15,2024-12-12,M,38,46220,Classic
M1233,2022-09-01,,M,24,46201,Classic
M1234,2022-10-30,,F,39,46250,Classic
M1235,2022-07-08,,F,53,46250,Black Card
M1236,2022-09-07,,M,58,46205,Classic
M1237,2024-06-14,,F,42,46250,Black Card
M1238,2024-02-10,,F,54,46205,Classic
M1239,2024-09-22,,M,42,46203,Black Card
M1240,2023-05-26,,F,53,46250,Classic
M1241,2022-08-08,,F,35,46203,Classic
M1242,2023-05-12,,M,26,46203,Black Card
M1243,2024-10-29,,M,20,46220,Classic
M1244,2024-09-18,,M,21,46205,Black Card
M1245,2024-10-25,,M,37,46201,Classic
M1246,2022-05-29,,M,27,46205,Black Card
M1247,2023-09-03,,Other,29,46205,Classic
M1248,2022-10-08,,F,59,46205,Black Card
M1249,2023-06-08,,F,43,46201,Black Card
M1250,2024-07-11,,M,18,46250,Classic
M1251,2023-09-14,,M,21,46201,Classic
M1252,2024-12-05,,F,22,46201,Classic
M1253,2024-02-22,,Other,35,46201,Classic
M1254,2023-08-14,,F,52,46203,Classic
M1255,2023-12-15,,F,34,46203,Classic
M1256,2024-11-04,,F,19,46220,Classic
M1257,2022-02-18,,M,31,46205,Black Card
M1258,2024-03-05,,M,20,46205,Black Card
M1259,2023-01-08,,F,37,46250,Classic
M1260,2023-07-29,,Other,23,46250,Classic
M1261,2024-08-17,,F,39,46201,Classic
M1262,2024-01-22,,M,21,46203,Classic
M1263,2022-04-28,2024-06-19,F,24,46220,Classic
M1264,2022-02-12,,M,53,46250,Classic
M1265,2024-04-03,,M,43,46201,Black Card
M1266,2022-07-08,,M,29,46203,Black Card
M1267,2024-10-20,,F,57,46203,Classic
M1268,2024-09-25,,M,33,46205,Black Card
M1269,2022-11-11,,F,48,46220,Classic
M1270,2024-05-30,,M,47,46250,Black Card
M1271,2022-07-11,2022-09-07,M,21,46220,Black Card
M1272,2022-01-10,,F,54,46205,Black Card
M1273,2024-07-15,,F,64,46250,Black Card
M1274,2024-08-16,,F,36,46250,Black Card
M1275,2023-03-05,,M,45,46250,Classic
M1276,2022-03-13,,F,59,46201,Black Card
M1277,2022-08-13,,M,47,46220,Black Card
M1278,2023-07-29,,F,39,46220,Black Card
M1279,2024-06-02,,M,62,46250,Classic
M1280,2023-01-17,,F,35,46205,Black Card
M1281,2023-02-28,,M,60,46201,Classic
M1282,2024-04-14,,F,53,46250,Classic
M1283,2024-10-30,,F,20,46203,Classic
M1284,2023-04-19,,M,40,46220,Classic
M1285,2022-06-24,2024-07-10,M,56,46220,Black Card
M1286,2024-11-27,,F,46,46201,Classic
M1287,2023-09-13,,M,57,46250,Black Card
M1288,2024-12-08,,M,37,46201,Black Card
M1289,2022-09-15,2022-12-14,F,57,46201,Black Card
M1290,2024-05-18,,F,41,46220,Black Card
M1291,2024-05-07,2024-06-30,F,52,46203,Black Card
M1292,2024-06-07,,M,50,46203,Black Card
M1293,2023-07-18,2024-12-16,M,37,46201,Classic
M1294,2023-03-04,,F,46,46205,Classic
M1295,2024-07-15,,Other,18,46203,Black Card
M1296,2022-09-29,,M,32,46250,Classic
M1297,2023-03-16,,F,41,46250,Black Card
M1298,2024-09-27,,Other,54,46250,Classic
M1299,2024-03-18,,F,33,46205,Classic
M1300,2024-05-28,,M,42,46201,Classic
M1301,2023-11-13,,F,18,46201,Classic
M1302,2022-04-28,,F,32,46205,Classic
M1303,2023-07-31,,Other,38,46205,Classic
M1304,2023-02-02,2023-05-31,F,26,46201,Classic
M1305,2022-11-14,2024-03-02,F,34,46220,Classic
M1306,2024-02-23,,M,52,46220,Classic
M1307,2024-07-02,,M,39,46203,Classic
M1308,2022-10-14,2022-11-28,F,43,46201,Classic
M1309,2022-09-13,2024-10-21,M,42,46201,Classic
M1310,2022-03-23,2023-03-19,M,47,46220,Classic
M1311,2022-10-14,2024-07-09,M,61,46220,Black Card
M1312,2022-06-08,,F,28,46250,Classic
M1313,2023-12-18,,M,40,46220,Classic
M1314,2022-04-21,,Other,36,46205,Black Card
M1315,2024-07-29,,Other,38,46205,Classic
M1316,2023-10-29,,M,63,46201,Classic
M1317,2023-04-10,,F,62,46220,Classic
M1318,2024-07-18,,F,20,46201,Black Card
M1319,2023-08-22,,M,20,46205,Classic
M1320,2022-01-28,,M,51,46203,Classic
M1321,2023-12-24,,Other,19,46250,Classic
M1322,2024-10-24,,M,22,46203,Classic
M1323,2022-10-07,,F,40,46250,Black Card
M1324,2024-07-20,,M,25,46203,Classic
M1325,2023-04-20,,F,20,46203,Black Card
M1326,2023-04-22,,F,21,46203,Classic
M1327,2024-07-21,,F,27,46203,Classic
M1328,2024-08-18,,M,33,46250,Classic
M1329,2023-02-22,,F,21,46250,Classic
M1330,2024-05-17,,M,35,46250,Classic
M1331,2024-09-18,,M,52,46205,Classic
M1332,2022-02-05,,M,24,46205,Black Card
M1333,2024-04-12,,Other,40,46203,Black Card
M1334,2023-10-13,,F,56,46203,Classic
M1335,2022-09-10,,F,42,46201,Black Card
M1336,2022-04-29,2022-06-23,M,23,46205,Classic
M1337,2022-07-25,2023-01-30,F,18,46201,Black Card
M1338,2024-12-19,,M,46,46250,Classic
M1339,2022-06-03,2024-05-01,F,34,46205,Classic
M1340,2022-09-25,,F,26,46220,Black Card
M1341,2022-08-13,,F,62,46205,Black Card
M1342,2023-12-13,,F,30,46250,Classic
M1343,2023-03-19,,Other,53,46220,Classic
M1344,2023-11-17,,Other,37,46250,Black Card
M1345,2024-09-09,,F,33,46203,Black Card
M1346,2024-11-04,,F,24,46205,Classic
M1347,2024-01-16,,F,23,46203,Classic
M1348,2022-01-18,,M,37,46205,Classic
M1349,2022-05-09,,Other,24,46205,Classic
M1350,2024-12-21,,Other,19,46205,Black Card
M1351,2022-10-23,,M,36,46220,Black Card
M1352,2022-04-01,,F,44,46201,Black Card
M1353,2024-10-12,,F,31,46201,Classic
M1354,2024-04-24,,F,57,46201,Black Card
M1355,2023-03-13,,F,21,46205,Classic
M1356,2023-06-26,,F,49,46220,Black Card
M1357,2024-11-07,2024-12-18,M,35,46201,Black Card
M1358,2024-09-16,,F,22,46205,Classic
M1359,2022-07-03,2023-09-29,M,57,46220,Black Card
M1360,2024-07-22,,F,47,46250,Black Card
M1361,2024-11-30,,Other,31,46220,Classic
M1362,2023-05-06,,F,19,46203,Black Card
M1363,2022-10-15,,F,51,46220,Black Card
M1364,2023-11-29,,F,39,46205,Classic
M1365,2023-09-03,,F,50,46201,Black Card
M1366,2024-09-15,,M,20,46250,Black Card
M1367,2022-05-11,,Other,63,46201,Classic
M1368,2022-05-09,,F,52,46220,Black Card
M1369,2024-09-24,,M,48,46203,Black Card
M1370,2024-09-16,2024-10-21,F,64,46203,Black Card
M1371,2022-12-04,,M,61,46203,Black Card
M1372,2023-05-20,,M,33,46220,Classic
M1373,2024-05-20,2024-11-18,F,60,46220,Classic
M1374,2022-04-30,,M,35,46220,Classic
M1375,2022-02-08,2022-07-24,M,48,46250,Black Card
M1376,2023-04-16,2024-09-14,M,34,46205,Classic
M1377,2022-01-03,,F,64,46201,Classic
M1378,2023-01-27,,M,38,46203,Classic
M1379,2022-08-08,,F,64,46250,Classic
M1380,2022-12-02,2024-04-22,F,32,46203,Classic
M1381,2022-09-25,2023-01-04,F,32,46203,Classic
M1382,2024-07-22,,F,59,46205,Classic
M1383,2022-06-20,2024-05-31,F,58,46205,Classic
M1384,2024-07-30,,F,49,46205,Classic
M1385,2024-01-19,,F,63,46203,Black Card
M1386,2022-11-30,,M,52,46220,Black Card
M1387,2022-09-28,,M,39,46205,Black Card
M1388,2022-01-25,,M,47,46201,Classic
M1389,2024-12-19,,Other,61,46250,Classic
M1390,2023-11-09,,M,54,46205,Classic
M1391,2024-11-18,,F,41,46250,Black Card
M1392,2022-05-24,,F,45,46205,Classic
M1393,2023-03-23,,F,36,46201,Classic
M1394,2024-10-12,,Other,38,46220,Black Card
M1395,2022-05-14,,M,52,46220,Black Card
M1396,2023-06-07,,M,58,46203,Classic
M1397,2024-09-17,,F,29,46250,Classic
M1398,2023-11-27,2024-04-28,F,34,46203,Classic
M1399,2023-04-07,,M,58,46220,Black Card
M1400,2023-04-01,,F,30,46203,Classic
M1401,2023-11-01,,M,33,46201,Black Card
M1402,2022-10-24,2024-01-24,M,40,46203,Black Card
M1403,2024-01-19,,M,54,46205,Classic
M1404,2023-07-12,,F,34,46205,Classic
M1405,2022-10-25,,M,33,46205,Black Card
M1406,2023-12-08,,F,43,46201,Black Card
M1407,2022-09-11,,M,48,46203,Black Card
M1408,2022-02-03,,F,27,46220,Black Card
M1409,2024-01-24,,F,26,46205,Black Card
M1410,2023-02-14,,F,55,46250,Classic
M1411,2024-01-07,,F,39,46220,Classic
M1412,2024-08-30,,F,57,46220,Classic
M1413,2023-02-24,,F,57,46205,Classic
M1414,2022-07-16,2022-09-15,M,25,46250,Classic
M1415,2023-04-22,,M,42,46201,Black Card
M1416,2023-09-26,,Other,59,46203,Classic
M1417,2024-02-16,,M,22,46220,Black Card
M1418,2023-05-19,,Other,52,46220,Classic
M1419,2023-11-19,,F,59,46250,Classic
M1420,2022-05-18,,F,29,46205,Classic
M1421,2022-08-23,,F,21,46250,Classic
M1422,2023-06-26,,F,26,46205,Classic
M1423,2024-12-03,,F,48,46201,Classic
M1424,2022-12-12,2023-06-21,M,34,46205,Classic
M1425,2024-02-21,,M,62,46220,Classic
M1426,2023-05-02,,F,43,46201,Classic
M1427,2024-03-29,,F,30,46201,Black Card
M1428,2024-10-01,,F,46,46220,Classic
M1429,2024-11-09,,F,26,46201,Black Card
M1430,2023-11-13,,F,25,46201,Black Card
M1431,2022-04-11,2024-03-18,F,27,46250,Classic
M1432,2022-05-23,,F,61,46250,Black Card
M1433,2023-01-13,,M,19,46205,Black Card
M1434,2024-02-06,,F,52,46220,Classic
M1435,2023-05-13,,F,41,46205,Classic
M1436,2022-11-17,,M,50,46250,Classic
M1437,2023-08-10,,F,24,46205,Classic
M1438,2023-01-02,2024-03-21,F,38,46205,Classic
M1439,2022-02-24,,M,23,46205,Classic
M1440,2022-04-01,,M,21,46205,Classic
M1441,2023-10-20,2024-08-22,M,26,46250,Black Card
M1442,2023-01-24,,M,28,46205,Classic
M1443,2024-06-21,,Other,51,46205,Classic
M1444,2023-03-06,,F,42,46205,Classic
M1445,2024-09-28,,M,57,46220,Classic
M1446,2023-12-28,,F,51,46250,Black Card
M1447,2024-10-20,,F,28,46220,Black Card
M1448,2024-07-09,,Other,19,46203,Black Card
M1449,2024-10-16,,Other,33,46220,Black Card
M1450,2023-07-13,2024-01-29,M,38,46250,Classic
M1451,2022-03-29,,F,35,46250,Classic
M1452,2024-09-15,,F,26,46205,Classic
M1453,2023-06-07,,M,33,46203,Classic
M1454,2023-09-20,,Other,63,46250,Black Card
M1455,2023-12-19,,F,50,46250,Classic
M1456,2022-04-13,,Other,50,46205,Classic
M1457,2022-11-23,,M,40,46250,Black Card
M1458,2024-01-04,,F,62,46250,Classic
M1459,2022-05-31,,M,51,46250,Black Card
M1460,2022-04-30,,F,44,46201,Classic
M1461,2022-09-25,,F,23,46203,Classic
M1462,2023-09-27,,Other,46,46250,Classic
M1463,2024-12-09,,F,53,46201,Classic
M1464,2024-12-12,,F,26,46250,Classic
M1465,2022-10-02,,M,30,46205,Black Card
M1466,2024-03-20,,F,21,46203,Classic
M1467,2024-12-28,,F,28,46250,Black Card
M1468,2022-02-20,,M,60,46201,Classic
M1469,2023-08-19,,M,42,46201,Classic
M1470,2022-01-09,,M,51,46203,Classic
M1471,2024-12-07,,F,31,46201,Black Card
M1472,2023-02-12,,F,39,46203,Black Card
M1473,2022-09-03,,F,34,46203,Classic
M1474,2024-12-19,,M,50,46250,Classic
M1475,2022-01-02,2022-07-24,F,25,46201,Classic
M1476,2023-02-13,,Other,50,46250,Classic
M1477,2022-09-04,,F,19,46203,Black Card
M1478,2022-11-11,,F,26,46201,Classic
M1479,2023-11-22,,M,60,46205,Black Card
M1480,2023-06-24,,F,21,46201,Classic
M1481,2022-08-16,2022-12-06,F,33,46250,Classic
M1482,2023-06-25,2023-10-27,M,55,46203,Classic
M1483,2023-09-03,,F,18,46201,Black Card
M1484,2022-07-26,2023-02-15,M,42,46201,Black Card
M1485,2023-02-22,,F,52,46203,Black Card
M1486,2023-04-07,,M,56,46220,Classic
M1487,2022-05-23,2022-08-06,M,18,46220,Classic
M1488,2024-04-26,2024-11-07,F,64,46220,Black Card
M1489,2022-04-15,2024-09-17,F,45,46201,Black Card
M1490,2022-01-13,,M,52,46201,Classic
M1491,2022-03-15,,M,42,46220,Black Card
M1492,2024-11-17,,M,41,46201,Black Card
M1493,2022-12-23,2024-03-28,F,38,46220,Classic
M1494,2023-01-08,,M,53,46201,Classic
M1495,2024-07-26,,M,52,46201,Classic
M1496,2023-08-08,,F,28,46203,Classic
M1497,2022-10-30,,F,41,46250,Classic
M1498,2022-04-16,,F,55,46250,Black Card
M1499,2022-04-19,,Other,40,46220,Black Card
M1500,2023-08-14,,F,52,46203,Classic
